jugadorId,nombre,apellido,seleccionId,posicion,dorsal,fechaNacimiento,altura,peso,club,capitan
EGY-22,Eleuterio,Rocha,EGY,Mediocampista,22,2007-10-18,179,68.4,Barcelona SC,false
EGY-01,Martin,Miró,EGY,Mediocampista,1,1999-01-20,173,67.9,Cáceres CF,true
EGY-10,Baltasar,Gilabert,EGY,Mediocampista,10,1998-01-10,183,78.5,Valencia FC,false
EGY-15,Guadalupe,Fernández,EGY,Delantero,15,2008-06-02,180,67.9,Almería FC,false
EGY-13,Eleuterio,Gelabert,EGY,Delantero,13,2002-04-28,171,65.1,Granada SC,false
EGY-18,Jeremías,Llorente,EGY,Delantero,18,1996-03-17,184,77.4,Segovia AC,false
EGY-02,Luis,Peral,EGY,Delantero,2,1998-09-03,183,71.0,Lleida CF,false
EGY-05,Fidel,Salvà,EGY,Delantero,5,2005-02-16,183,78.9,Cáceres FC,false
TUN-22,Gerardo,Falcó,TUN,Arquero,22,1993-09-14,193,81.7,Teruel CF,false
TUN-19,Heraclio,Guzman,TUN,Arquero,19,2008-07-07,192,76.6,Cantabria FC,false
TUN-06,David,Toledo,TUN,Arquero,6,2004-04-06,197,82.0,León SC,false
TUN-01,Gerardo,Esteban,TUN,Defensor,1,1994-04-25,183,75.8,Santa Cruz de Tenerife FC,false
TUN-02,Maxi,Bilbao,TUN,Defensor,2,1990-03-17,192,89.3,Baleares CF,false
TUN-14,Basilio,Mateos,TUN,Defensor,14,1998-02-06,181,68.5,Madrid FC,false
TUN-04,Sebastián,Roldán,TUN,Defensor,4,1992-08-04,190,80.5,Zaragoza FC,false
TUN-05,Telmo,Piquer,TUN,Defensor,5,2000-09-24,190,81.3,Álava SC,false
TUN-07,Adán,Peñalver,TUN,Defensor,7,2002-08-05,189,74.5,Huelva CF,true
TUN-10,Manolo,Carpio,TUN,Defensor,10,1990-10-12,194,78.5,La Rioja SC,false
TUN-21,Ismael,Cepeda,TUN,Defensor,21,1996-01-06,187,76.4,Valencia CF,false
TUN-23,Valero,Amat,TUN,Mediocampista,23,2003-08-22,170,64.8,Segovia FC,false
TUN-12,Leonel,Hoz,TUN,Mediocampista,12,1993-01-01,187,72.0,Cáceres SC,false
TUN-08,Abilio,Lumbreras,TUN,Mediocampista,8,2006-03-29,179,70.7,Cantabria SC,false
TUN-17,Arturo,Ayuso,TUN,Mediocampista,17,1997-01-13,172,64.8,Málaga CF,false
TUN-16,Buenaventura,Chaves,TUN,Mediocampista,16,1998-03-17,180,67.8,La Rioja CF,false
TUN-11,Poncio,Porta,TUN,Mediocampista,11,1991-06-28,187,82.5,Madrid SC,false
TUN-09,Guillermo,Falcón,TUN,Mediocampista,9,1991-10-07,172,68.1,Alicante FC,false
TUN-13,Venceslás,Morales,TUN,Mediocampista,13,2002-07-15,173,64.4,Valencia SC,false
TUN-15,Narciso,Morillo,TUN,Delantero,15,2000-09-07,174,73.2,Segovia SC,false
TUN-03,Marc,Lago,TUN,Delantero,3,1997-03-22,171,61.4,Jaén SC,false
TUN-24,Cornelio,Valero,TUN,Delantero,24,1991-10-11,171,67.3,Zaragoza FC,false
TUN-18,Hernán,Granados,TUN,Delantero,18,1996-01-19,188,76.5,Pontevedra FC,false
TUN-20,Teófilo,Lladó,TUN,Delantero,20,1999-10-15,174,63.0,Almería FC,false
CMR-20,Lorenzo,Canals,CMR,Arquero,20,2002-12-13,187,75.9,Huelva CF,false
CMR-24,Felipe,Casares,CMR,Arquero,24,2001-02-14,191,89.2,Granada AC,false
CMR-09,Tito,Bosch,CMR,Arquero,9,2004-10-07,196,83.2,Vizcaya CF,false
CMR-02,Sebastian,Mesa,CMR,Defensor,2,1998-06-25,186,77.4,Girona CF,false
CMR-14,Eleuterio,Cantón,CMR,Defensor,14,2001-09-17,181,68.8,Soria SC,false
CMR-11,Guillermo,Estrada,CMR,Defensor,11,2004-03-14,181,67.5,Barcelona CF,false
CMR-16,Alfredo,Caro,CMR,Defensor,16,1993-05-19,180,66.5,Soria AC,false
CMR-18,Pedro,Amat,CMR,Defensor,18,2004-10-16,195,84.7,León FC,false
CMR-15,Germán,Dominguez,CMR,Defensor,15,1989-09-05,188,83.3,Guipúzcoa FC,false
CMR-05,Héctor,Anguita,CMR,Defensor,5,1989-11-21,192,77.4,Córdoba CF,false
CMR-03,Custodio,Luna,CMR,Defensor,3,1995-10-22,190,77.9,Cuenca FC,false
CMR-07,Adán,Palau,CMR,Mediocampista,7,1995-02-22,187,83.6,Santa Cruz de Tenerife FC,true
CMR-22,Leonardo,Hurtado,CMR,Mediocampista,22,2006-06-07,181,67.9,León CF,false
CMR-04,Juan,Almansa,CMR,Mediocampista,4,1993-08-31,182,74.7,Vizcaya FC,false
CMR-23,Aurelio,Espejo,CMR,Mediocampista,23,2001-08-16,187,77.7,Alicante CF,false
CMR-10,Jose Miguel,Pedrero,CMR,Mediocampista,10,2005-10-05,178,71.5,Valladolid AC,false
CMR-13,Manolo,Castañeda,CMR,Mediocampista,13,1995-06-06,174,70.1,Las Palmas AC,false
CMR-08,Pío,Salas,CMR,Mediocampista,8,1993-05-01,184,76.4,Valladolid SC,false
CMR-12,Noé,Almansa,CMR,Mediocampista,12,1994-04-26,175,71.8,La Rioja CF,false
CMR-01,Julián,Alcalá,CMR,Delantero,1,2003-01-30,168,66.9,Ourense CF,false
CMR-17,Valentín,Barceló,CMR,Delantero,17,2000-02-06,174,65.4,Murcia CF,false
CMR-06,Borja,Merino,CMR,Delantero,6,2001-03-14,186,77.4,Asturias FC,false
CMR-21,Jaime,Manrique,CMR,Delantero,21,2004-02-29,188,82.2,Alicante CF,false
CMR-19,Berto,Ramos,CMR,Delantero,19,2007-10-19,189,86.3,Valladolid FC,false
CIV-21,Horacio,Cantero,CIV,Arquero,21,1991-10-07,195,83.3,Salamanca AC,false
CIV-01,Heliodoro,Ruiz,CIV,Arquero,1,1990-09-07,186,83.5,Badajoz CF,false
CIV-15,Teófilo,Ocaña,CIV,Arquero,15,1990-01-07,196,83.9,Huesca CF,false
CIV-24,Timoteo,Montoya,CIV,Defensor,24,1995-02-06,192,84.3,Tarragona SC,false
CIV-17,Juan Pablo,Cerdán,CIV,Defensor,17,1996-05-21,193,77.0,Castellón AC,false
CIV-19,Samuel,Bárcena,CIV,Defensor,19,1996-07-01,185,73.3,Zaragoza AC,false
CIV-16,Ricardo,Carrasco,CIV,Defensor,16,1995-09-23,178,65.6,Ciudad FC,false
CIV-09,Heliodoro,Donoso,CIV,Defensor,9,1994-10-02,194,88.1,Melilla SC,false
CIV-14,Silvio,Garzón,CIV,Defensor,14,2003-12-30,183,80.2,Asturias SC,false
CIV-18,Flavio,Redondo,CIV,Defensor,18,1999-11-09,182,68.1,Huelva CF,false
CIV-03,David,Heredia,CIV,Defensor,3,2006-02-08,181,74.9,Valladolid FC,false
CIV-13,Eustaquio,Franco,CIV,Mediocampista,13,1997-12-24,180,78.6,León AC,true
CIV-08,Cornelio,Sedano,CIV,Mediocampista,8,1996-08-23,185,79.3,Badajoz FC,false
CIV-05,Santos,Arce,CIV,Mediocampista,5,2005-05-05,174,64.6,Navarra AC,false
CIV-20,Mohamed,Ariza,CIV,Mediocampista,20,2000-01-10,183,69.6,Cáceres AC,false
CIV-06,Dimas,Garzón,CIV,Mediocampista,6,2007-01-15,173,67.3,Barcelona CF,false
CIV-11,Chema,Melero,CIV,Mediocampista,11,1990-04-17,181,67.6,Lugo AC,false
CIV-12,Alejo,Cerezo,CIV,Mediocampista,12,2003-11-28,188,81.7,Sevilla FC,false
CIV-23,Eladio,Reina,CIV,Mediocampista,23,1992-12-03,170,60.8,Vizcaya FC,false
CIV-04,Cristian,Hoyos,CIV,Delantero,4,2004-05-10,175,64.7,Cuenca CF,false
CIV-22,Adán,Tapia,CIV,Delantero,22,1996-08-17,188,82.8,Ávila CF,false
CIV-07,Roque,Mascaró,CIV,Delantero,7,1990-10-08,171,68.0,Vizcaya SC,false
CIV-02,Alejo,Tejada,CIV,Delantero,2,1991-12-05,180,71.7,Lugo AC,false
CIV-10,Elpidio,Crespo,CIV,Delantero,10,2008-07-07,186,71.7,Granada AC,false
ALG-22,Jeremías,Criado,ALG,Arquero,22,1995-08-06,190,85.6,Melilla CF,false
ALG-21,Jose Ignacio,Marín,ALG,Arquero,21,2006-06-04,189,84.3,Zamora SC,false
ALG-14,Guiomar,Rosales,ALG,Arquero,14,1991-05-20,194,86.6,Cuenca AC,false
ALG-09,Jose Ignacio,Amorós,ALG,Defensor,9,1999-05-25,188,84.4,Cuenca SC,false
ALG-15,Felipe,Gras,ALG,Defensor,15,1992-10-16,188,84.0,Burgos AC,false
ALG-24,Telmo,Girón,ALG,Defensor,24,1992-02-15,180,78.6,La Coruña AC,false
ALG-20,Eutimio,Quintero,ALG,Defensor,20,1995-01-21,189,83.1,Lleida CF,false
ALG-13,Dan,Bertrán,ALG,Defensor,13,2005-02-25,192,83.4,Salamanca FC,false
ALG-07,Borja,Aliaga,ALG,Defensor,7,1997-03-18,181,75.1,Salamanca AC,false
ALG-17,Martín,Montero,ALG,Defensor,17,1990-12-09,178,74.5,Teruel SC,false
ALG-03,Ruperto,Bru,ALG,Defensor,3,1992-03-14,190,84.7,León FC,false
ALG-11,Amador,Vizcaíno,ALG,Mediocampista,11,1992-11-23,173,68.5,Zamora CF,false
ALG-02,Heraclio,Palacios,ALG,Mediocampista,2,1994-11-06,184,75.0,Cáceres AC,true
ALG-18,Eloy,Menéndez,ALG,Mediocampista,18,2005-05-26,175,63.9,Castellón SC,false
ALG-10,Nazaret,Abad,ALG,Mediocampista,10,1990-05-02,178,65.7,Ciudad FC,false
ALG-04,Apolinar,Hernando,ALG,Mediocampista,4,1990-07-25,174,68.7,Madrid CF,false
ALG-08,Hector,Sobrino,ALG,Mediocampista,8,1998-09-01,173,71.2,Valencia AC,false
ALG-01,Félix,Pons,ALG,Mediocampista,1,1998-08-28,174,63.4,Soria FC,false
ALG-23,Ismael,Calvo,ALG,Mediocampista,23,2007-06-18,171,62.2,Sevilla SC,false
ALG-19,Mauricio,Pazos,ALG,Delantero,19,1992-05-23,179,75.7,Navarra SC,false
ALG-06,Cesar,Oliva,ALG,Delantero,6,1995-10-20,171,61.1,Baleares FC,false
ALG-12,Bruno,Escolano,ALG,Delantero,12,1991-04-11,187,73.9,Madrid AC,false
ALG-05,Emiliano,Ibáñez,ALG,Delantero,5,1990-05-15,183,81.7,Palencia CF,false
ALG-16,Baltasar,Vicens,ALG,Delantero,16,2008-05-10,184,72.9,Segovia FC,false
RSA-22,Plinio,Calvo,RSA,Arquero,22,2004-04-20,197,91.3,Castellón AC,false
RSA-13,Joel,Mariscal,RSA,Arquero,13,2008-07-07,185,75.7,Ceuta AC,false
RSA-11,Onofre,Montalbán,RSA,Arquero,11,1997-06-12,185,76.0,Toledo CF,false
RSA-17,Renato,Montes,RSA,Defensor,17,1995-04-14,178,76.2,Cádiz SC,false
RSA-23,Leandro,Badía,RSA,Defensor,23,1999-09-03,187,77.3,Soria AC,false
RSA-03,Segismundo,Feliu,RSA,Defensor,3,1990-09-20,193,84.6,Ciudad SC,false
RSA-02,Valero,Aznar,RSA,Defensor,2,2007-11-01,180,70.8,Tarragona SC,false
RSA-24,Modesto,Miranda,RSA,Defensor,24,2001-05-05,184,71.7,Huelva CF,false
RSA-21,Cirino,Pont,RSA,Defensor,21,2006-07-08,180,69.0,Almería AC,false
RSA-15,Florencio,Yáñez,RSA,Defensor,15,2006-06-28,189,85.2,Melilla AC,false
RSA-08,Chuy,Amador,RSA,Defensor,8,1999-04-03,185,78.3,Castellón SC,false
RSA-19,Cecilio,Pino,RSA,Mediocampista,19,2007-02-23,174,69.8,Burgos CF,false
RSA-01,Miguel,Cuervo,RSA,Mediocampista,1,2007-10-10,182,68.0,Alicante FC,false
RSA-16,Ariel,Jaén,RSA,Mediocampista,16,1999-12-20,175,70.3,Badajoz AC,false
RSA-04,Raimundo,Viña,RSA,Mediocampista,4,1997-12-21,170,70.4,Cáceres FC,false
RSA-14,Ambrosio,Miró,RSA,Mediocampista,14,1996-11-03,179,67.7,Ávila CF,false
RSA-07,Leonel,Rincón,RSA,Mediocampista,7,1997-03-13,173,71.2,Ourense FC,false
RSA-09,Evaristo,Pellicer,RSA,Mediocampista,9,1990-05-13,172,70.7,Asturias FC,false
RSA-05,Lisandro,Valencia,RSA,Mediocampista,5,2001-07-03,178,74.5,Ávila FC,false
RSA-18,Albano,Ramirez,RSA,Delantero,18,2006-02-14,190,82.3,Las Palmas FC,false
RSA-10,Borja,Alemán,RSA,Delantero,10,1997-11-12,180,79.2,Santa Cruz de Tenerife SC,false
RSA-20,Toni,Ricart,RSA,Delantero,20,2005-02-11,186,77.9,Badajoz AC,false
RSA-12,José Mari,Canals,RSA,Delantero,12,1993-01-20,176,71.5,Ourense CF,true
RSA-06,Samuel,Aguado,RSA,Delantero,6,1995-07-21,185,71.4,Ourense SC,false
KSA-03,Samu,Sanjuan,KSA,Arquero,3,1996-01-23,189,75.2,La Coruña AC,false
KSA-08,Pascual,Pablo,KSA,Arquero,8,1992-06-09,195,89.7,Ávila FC,false
KSA-07,Edmundo,Vendrell,KSA,Arquero,7,2004-12-06,185,79.3,Ciudad FC,false
KSA-12,Javi,Moreno,KSA,Defensor,12,2001-01-04,180,67.0,Las Palmas FC,false
KSA-16,Joel,Quiroga,KSA,Defensor,16,2008-08-10,182,79.0,Badajoz AC,false
KSA-10,Ruperto,Meléndez,KSA,Defensor,10,2001-01-15,181,76.8,Ceuta AC,true
KSA-14,Marcos,Plana,KSA,Defensor,14,1994-10-31,182,75.6,León FC,false
KSA-19,Ale,Murillo,KSA,Defensor,19,2004-07-20,193,82.1,Guadalajara CF,false
KSA-04,Sigfrido,Gimenez,KSA,Defensor,4,2005-10-16,193,77.1,Ceuta CF,false
KSA-21,Gilberto,Figueras,KSA,Defensor,21,1991-06-24,191,77.0,Alicante AC,false
KSA-05,Alejo,Alegria,KSA,Defensor,5,1992-03-09,180,67.2,Granada CF,false
KSA-01,Gerardo,Doménech,KSA,Mediocampista,1,1995-05-07,183,71.1,León AC,false
KSA-20,Abilio,Núñez,KSA,Mediocampista,20,1991-12-25,183,81.2,Salamanca AC,false
KSA-11,Eladio,Iriarte,KSA,Mediocampista,11,1997-03-03,170,68.0,Baleares AC,false
KSA-06,Xavier,Marín,KSA,Mediocampista,6,2002-11-09,184,78.7,Melilla AC,false
KSA-13,Segismundo,Pavón,KSA,Mediocampista,13,1989-10-02,170,69.5,Castellón FC,false
KSA-09,Ramiro,Abad,KSA,Mediocampista,9,2003-07-27,186,80.8,León SC,false
KSA-22,Gastón,Pinedo,KSA,Mediocampista,22,2004-10-25,174,67.3,Burgos SC,false
KSA-18,Patricio,Urrutia,KSA,Mediocampista,18,1998-05-21,177,74.6,Madrid CF,false
KSA-24,Fausto,Coello,KSA,Delantero,24,1994-01-12,186,73.2,Palencia SC,false
KSA-17,Olegario,Morales,KSA,Delantero,17,2006-11-04,187,85.2,Salamanca SC,false
KSA-15,Mateo,Colom,KSA,Delantero,15,1991-10-15,187,74.2,Santa Cruz de Tenerife SC,false
KSA-02,Sebastián,Alberola,KSA,Delantero,2,2006-11-21,187,76.9,Teruel AC,false
KSA-23,Gonzalo,Ferrer,KSA,Delantero,23,1998-09-13,172,62.4,Sevilla CF,false
IRN-01,Horacio,Serrano,IRN,Arquero,1,1996-11-30,191,88.9,Baleares FC,false
IRN-06,Bautista,Almagro,IRN,Arquero,6,1996-05-06,198,80.5,Ceuta SC,false
IRN-08,Hipólito,Palomar,IRN,Arquero,8,2005-05-10,189,74.6,Burgos SC,false
IRN-21,Albino,Benavent,IRN,Defensor,21,2008-08-09,181,72.0,Segovia AC,false
IRN-24,Lalo,Carreras,IRN,Defensor,24,1995-01-10,192,85.3,Lleida AC,false
IRN-18,Joaquín,Solano,IRN,Defensor,18,2002-03-27,183,81.6,Segovia CF,false
IRN-03,Cruz,Águila,IRN,Defensor,3,1998-08-18,185,71.9,Tarragona FC,false
IRN-14,Marcelo,Solé,IRN,Defensor,14,1999-01-11,178,68.5,Sevilla SC,false
IRN-22,Porfirio,Iñiguez,IRN,Defensor,22,2002-09-24,180,69.1,Pontevedra FC,false
IRN-19,Pedro,Mendizábal,IRN,Defensor,19,1997-11-30,192,83.0,Córdoba SC,false
IRN-09,Bruno,Benet,IRN,Defensor,9,2007-12-24,189,81.7,Cádiz FC,false
IRN-12,Daniel,Cerezo,IRN,Mediocampista,12,1997-06-04,180,75.0,Soria CF,false
IRN-20,Virgilio,Prats,IRN,Mediocampista,20,1990-07-14,187,77.3,Cádiz FC,false
IRN-23,Guillermo,Águila,IRN,Mediocampista,23,1997-08-10,187,75.8,Segovia CF,false
IRN-16,Eustaquio,Leon,IRN,Mediocampista,16,1997-04-23,172,69.6,Cádiz FC,false
IRN-04,Plinio,Barrio,IRN,Mediocampista,4,2005-12-27,173,71.3,Vizcaya SC,false
IRN-17,Jesús,Sacristán,IRN,Mediocampista,17,1994-05-04,183,78.1,Salamanca SC,false
IRN-11,Seve,Alcolea,IRN,Mediocampista,11,1997-05-02,180,69.0,La Coruña SC,true
IRN-05,Sigfrido,Alemany,IRN,Mediocampista,5,2005-11-09,186,75.6,Almería CF,false
IRN-02,Marcial,Iborra,IRN,Delantero,2,2001-02-28,187,72.4,Ávila CF,false
IRN-10,Joan,Carballo,IRN,Delantero,10,2008-07-10,187,72.9,Ciudad FC,false
IRN-13,Elpidio,Donaire,IRN,Delantero,13,2001-12-16,187,81.8,Sevilla CF,false
IRN-15,Jesús,Maestre,IRN,Delantero,15,2007-01-27,187,84.1,Ceuta CF,false
IRN-07,Pablo,Gallart,IRN,Delantero,7,2002-07-09,170,63.4,Ceuta SC,false
AUS-06,Fabio,Galan,AUS,Arquero,6,1996-10-03,188,75.6,Ávila AC,false
AUS-10,Alejo,Cañellas,AUS,Arquero,10,2006-04-18,191,77.2,Guipúzcoa SC,false
AUS-01,Fabián,Zamora,AUS,Arquero,1,2002-06-17,191,85.9,Zamora SC,false
AUS-23,Adán,Flores,AUS,Defensor,23,1994-03-03,187,76.5,Vizcaya AC,false
AUS-09,Duilio,Villena,AUS,Defensor,9,1993-06-17,186,73.0,Las Palmas AC,false
AUS-17,Galo,Llorente,AUS,Defensor,17,2005-01-24,189,85.1,Jaén AC,false
AUS-02,Wálter,Gonzalez,AUS,Defensor,2,2005-09-19,192,87.6,Madrid SC,false
AUS-08,Melchor,Granados,AUS,Defensor,8,1991-12-13,192,81.4,Albacete CF,false
AUS-18,Fabricio,Giralt,AUS,Defensor,18,1993-05-13,195,83.4,Valladolid CF,false
AUS-04,Ibán,Reguera,AUS,Defensor,4,1991-03-02,188,78.1,Soria AC,false
AUS-16,Tristán,Barceló,AUS,Defensor,16,2008-07-02,184,79.8,Málaga CF,false
AUS-14,Conrado,Cabañas,AUS,Mediocampista,14,2007-11-29,185,73.5,Vizcaya AC,false
AUS-05,Juanito,Rozas,AUS,Mediocampista,5,2006-08-26,177,70.1,Palencia SC,false
AUS-19,Nilo,Iriarte,AUS,Mediocampista,19,2008-06-13,188,84.6,Cáceres CF,false
AUS-13,Heraclio,Jaume,AUS,Mediocampista,13,1991-10-02,177,75.9,Las Palmas FC,false
AUS-22,Leoncio,Almeida,AUS,Mediocampista,22,1993-09-20,182,76.2,Almería FC,false
AUS-15,Jose Miguel,Galan,AUS,Mediocampista,15,2008-04-23,171,61.4,Cuenca FC,false
AUS-03,Agapito,Villalonga,AUS,Mediocampista,3,1993-09-08,179,71.1,Jaén AC,true
AUS-12,Cipriano,Galán,AUS,Mediocampista,12,1990-07-21,174,66.4,Cuenca AC,false
AUS-20,Adrián,Piña,AUS,Delantero,20,1995-01-28,174,71.9,Ciudad AC,false
AUS-24,Ovidio,Correa,AUS,Delantero,24,1994-12-10,177,64.2,Burgos AC,false
AUS-07,Cirino,Miguel,AUS,Delantero,7,2001-05-12,168,62.1,Lugo SC,false
AUS-11,Reyes,Colom,AUS,Delantero,11,1992-05-08,169,62.1,Teruel FC,false
AUS-21,Sosimo,Quevedo,AUS,Delantero,21,1997-06-01,184,80.4,Barcelona SC,false
QAT-21,Glauco,Guerra,QAT,Arquero,21,1991-03-18,187,81.8,Granada FC,false
QAT-16,Gil,Martín,QAT,Arquero,16,2007-10-12,199,90.2,Guipúzcoa CF,false
QAT-06,Seve,Pelayo,QAT,Arquero,6,2006-12-25,189,86.7,Ávila FC,false
QAT-12,Rufino,Domínguez,QAT,Defensor,12,1996-03-18,184,79.2,Cáceres SC,false
QAT-08,Ciríaco,Fonseca,QAT,Defensor,8,2006-10-12,193,78.0,Cáceres AC,false
QAT-17,Juan,Aragonés,QAT,Defensor,17,2001-02-15,184,73.9,Asturias SC,false
QAT-07,Alejo,Gallo,QAT,Defensor,7,1992-04-14,195,85.7,Almería AC,false
QAT-24,Joan,Ponce,QAT,Defensor,24,1997-05-09,185,79.2,Valladolid AC,false
QAT-19,César,Galan,QAT,Defensor,19,2003-01-07,190,77.4,Álava SC,false
QAT-04,Aitor,Cañas,QAT,Defensor,4,2001-04-17,194,87.0,Jaén CF,true
QAT-10,Gil,Guillen,QAT,Defensor,10,1998-07-08,190,75.6,Asturias CF,false
QAT-13,David,Valle,QAT,Mediocampista,13,1989-09-17,185,78.6,La Coruña SC,false
QAT-09,Valero,Uría,QAT,Mediocampista,9,1994-10-27,185,75.8,Almería CF,false
QAT-03,Fortunato,Ortuño,QAT,Mediocampista,3,1997-10-13,187,84.2,Cuenca CF,false
QAT-22,Felipe,Checa,QAT,Mediocampista,22,1996-12-24,187,79.4,Girona SC,false
QAT-18,Anastasio,Carmona,QAT,Mediocampista,18,2000-06-19,176,74.6,Guipúzcoa FC,false
QAT-01,Norberto,Diaz,QAT,Mediocampista,1,2000-11-13,188,74.0,Alicante CF,false
QAT-02,Jose Francisco,Fajardo,QAT,Mediocampista,2,1999-12-09,181,75.1,Álava SC,false
QAT-05,Cecilio,Huerta,QAT,Mediocampista,5,2005-01-25,174,65.0,Valladolid CF,false
QAT-20,Amado,Quero,QAT,Delantero,20,1990-01-22,170,68.7,Melilla SC,false
QAT-15,Guadalupe,Arévalo,QAT,Delantero,15,2007-06-13,182,77.3,Cuenca SC,false
QAT-23,Alonso,Mayo,QAT,Delantero,23,1997-02-12,177,67.8,Jaén SC,false
QAT-11,Leopoldo,Sotelo,QAT,Delantero,11,2006-06-21,176,74.6,Baleares FC,false
QAT-14,Román,Soto,QAT,Delantero,14,1997-05-29,183,77.8,Navarra AC,false
IRQ-21,Juan Bautista,Casanovas,IRQ,Arquero,21,1997-08-25,197,83.6,Guipúzcoa SC,true
IRQ-15,Dionisio,Mateo,IRQ,Arquero,15,1992-03-14,191,85.8,Zamora AC,false
IRQ-09,Leonardo,Lopez,IRQ,Arquero,9,1994-06-13,193,80.6,Córdoba FC,false
IRQ-20,Adolfo,Galindo,IRQ,Defensor,20,2004-10-21,189,84.8,Murcia CF,false
IRQ-17,Samu,Alonso,IRQ,Defensor,17,2006-05-12,189,86.5,Zamora CF,false
IRQ-18,Sebastián,Arnal,IRQ,Defensor,18,2003-04-19,194,87.0,Barcelona SC,false
IRQ-10,Néstor,Quintana,IRQ,Defensor,10,1992-12-13,181,74.3,Murcia AC,false
IRQ-24,Haroldo,Ribes,IRQ,Defensor,24,1993-12-07,179,76.5,Palencia AC,false
IRQ-14,Carlos,Posada,IRQ,Defensor,14,1991-07-31,189,78.4,Navarra SC,false
IRQ-08,Bruno,Bustamante,IRQ,Defensor,8,1995-10-27,186,79.1,Teruel CF,false
IRQ-23,Lope,Carbó,IRQ,Defensor,23,1998-06-27,195,85.5,León CF,false
IRQ-01,Francisco Jose,Barriga,IRQ,Mediocampista,1,1994-07-30,184,77.6,La Rioja CF,false
IRQ-16,Lucas,Velasco,IRQ,Mediocampista,16,2004-10-14,170,60.2,Navarra CF,false
IRQ-13,Teobaldo,Fernández,IRQ,Mediocampista,13,2000-07-17,187,71.9,Ceuta FC,false
IRQ-11,Remigio,Malo,IRQ,Mediocampista,11,1996-04-24,188,80.2,Jaén FC,false
IRQ-12,Maxi,Montaña,IRQ,Mediocampista,12,2007-05-20,183,79.9,Santa Cruz de Tenerife CF,false
IRQ-04,Emilio,Rivas,IRQ,Mediocampista,4,2003-12-04,174,71.4,Jaén AC,false
IRQ-02,Sancho,Hernandez,IRQ,Mediocampista,2,1997-07-23,172,69.7,Huelva AC,false
IRQ-19,Berto,Arévalo,IRQ,Mediocampista,19,2000-07-10,179,70.3,Málaga FC,false
IRQ-07,Emiliano,Manjón,IRQ,Delantero,7,2005-05-23,175,64.4,Badajoz SC,false
IRQ-05,Raúl,Alba,IRQ,Delantero,5,2005-12-29,171,66.8,Cuenca FC,false
IRQ-03,Gonzalo,Zurita,IRQ,Delantero,3,1994-04-18,178,77.6,Melilla FC,false
IRQ-06,Alberto,Leiva,IRQ,Delantero,6,2000-12-14,180,73.6,Ciudad AC,false
IRQ-22,Ramiro,Cáceres,IRQ,Delantero,22,1995-12-27,168,59.0,Tarragona SC,false
UZB-16,Aureliano,Galiano,UZB,Arquero,16,1998-09-25,187,79.1,Las Palmas CF,false
UZB-07,Raimundo,Echevarría,UZB,Arquero,7,1996-08-13,185,71.0,Guadalajara SC,false
UZB-17,Alex,Estrada,UZB,Arquero,17,2007-07-22,195,90.5,Santa Cruz de Tenerife FC,false
UZB-18,Victor Manuel,Castillo,UZB,Defensor,18,1994-08-12,189,85.6,Ourense CF,false
UZB-14,Manu,Blanch,UZB,Defensor,14,2008-04-02,185,80.9,Ceuta AC,false
UZB-24,Iker,Aguiló,UZB,Defensor,24,1992-08-26,187,84.7,Almería CF,true
UZB-09,Chus,Guerrero,UZB,Defensor,9,1999-08-02,184,75.4,Toledo CF,false
UZB-13,Joan,Carrera,UZB,Defensor,13,2000-03-09,192,82.0,Córdoba CF,false
UZB-03,Marcos,Teruel,UZB,Defensor,3,2006-03-12,179,70.0,Burgos FC,false
UZB-02,Clímaco,Blazquez,UZB,Defensor,2,1999-11-25,184,71.7,Soria CF,false
UZB-20,Gerónimo,Escrivá,UZB,Defensor,20,1992-12-20,185,81.3,Teruel CF,false
UZB-22,Osvaldo,Capdevila,UZB,Mediocampista,22,1993-06-15,174,62.5,La Coruña CF,false
UZB-21,Víctor,Jerez,UZB,Mediocampista,21,1999-03-09,179,66.4,Girona SC,false
UZB-19,Julián,Ariño,UZB,Mediocampista,19,1995-01-29,171,71.6,León AC,false
UZB-15,Leonardo,Elías,UZB,Mediocampista,15,1991-05-16,175,68.0,Lleida SC,false
UZB-08,Heraclio,Cerro,UZB,Mediocampista,8,1999-03-09,183,78.9,Álava AC,false
UZB-05,Sigfrido,Valls,UZB,Mediocampista,5,1993-05-26,176,66.5,León FC,false
UZB-23,Marco,Carbajo,UZB,Mediocampista,23,1996-04-24,178,69.6,Asturias FC,false
UZB-04,Marcio,Posada,UZB,Mediocampista,4,2007-02-04,185,76.9,Albacete FC,false
UZB-11,Amílcar,Goñi,UZB,Delantero,11,1993-01-22,182,78.2,Barcelona AC,false
UZB-06,Felipe,Tejedor,UZB,Delantero,6,2008-02-29,171,68.2,Santa Cruz de Tenerife AC,false
UZB-10,Telmo,Luz,UZB,Delantero,10,2000-01-30,173,67.0,Huesca SC,false
UZB-12,Manuel,Tomas,UZB,Delantero,12,1993-10-09,176,72.8,Castellón CF,false
UZB-01,Lorenzo,Yuste,UZB,Delantero,1,2006-09-06,186,74.8,Álava SC,false
CHN-22,Ildefonso,Llobet,CHN,Arquero,22,1991-08-31,190,81.0,León CF,false
CHN-14,Chucho,Arroyo,CHN,Arquero,14,1995-03-28,187,85.3,Melilla CF,false
CHN-03,José,Pascual,CHN,Arquero,3,1991-04-23,192,87.2,Huelva SC,false
